Core Code,Site Name,Item Description,Latitude,Latitude Hemisphere,Longitude,Longitude Hemisphere,physical_coordinates,Geometry WKT,Country,Region,Altitude,Water Depth,Collection Year,Collection Date,Project,Core Type,Format,Recovery Length,Storage Location,Delivered To,Chief Scientist,Cruise Name,Cruise Leader,Core Provider,Owner,Age Uncalibrated,Age Uncalibrated SD,Basal Age,Basal Age Calibrated,Oldest Sample Age,Publication,Cruise Report,Notes,Comments,
sample_alias,locality,description,decimalLatitude,LatitudeHemisphere,decimalLongitude,LongitudeHemisphere,physical_coordinates,footprintWKT,geo_loc_name,higherGeography,elev,depth,year,collection_date,project_name,samplingProtocol,preparationType,core_length,storage_location,custodian,collected_by,eventID,recordedBy,institutionCode,ownerInstitutionCode,age,ageUncertainty,basal_age_14C_BP,basal_age_cal_BP,oldest_sample_age_cal_BP,bibliographicCitation,associatedReferences,occurrenceRemarks,eventRemarks,source
K1596,Vøring Plateau,"JM98-638/1-GC, Del1 archive",67.47083333,N,8.3,E,01.14.11.08,POINT(8.3 67.47083333),,,,1531,1998,19.07.1998,ENAM,Gravity Core,Dtube,235,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1581,Vøring Plateau,"JM98-638/1-GC, Del3 work",67.47083333,N,8.3,E,"01.14.11.02 together K1468, K1585",POINT(8.3 67.47083333),,,,1531,1998,19.07.1998,ENAM,Gravity Core,Dtube,235,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1584,Vøring Plateau,"JM98-642/1-GC, Del1 archive",67.40266667,N,8.439833333,E,01.14.11.02,POINT(8.439833333 67.40266667),,,,1162,1998,19.07.1998,ENAM,Gravity Core,Dtube,320,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1585,Vøring Plateau,"JM98-638/1-GC, Del3 archive",67.47083333,N,8.3,E,"01.14.11.02 together K1468, K1581",POINT(8.3 67.47083333),,,,1531,1998,19.07.1998,ENAM,Gravity Core,Dtube,235,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1586,Vøring Plateau,"JM98-639/1-GC, Del1 archive",67.45533333,N,8.309833333,E,01.14.11.05,POINT(8.309833333 67.45533333),,,,1442,1998,19.07.1998,ENAM,Gravity Core,Dtube,270,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1590,Vøring Plateau,JM98-636/1,67.539,N,8.23,E,"01.14.11.07 together K1466, K1472",POINT(8.23 67.539),,,,1708,1998,18.07.1998,ENAM,Gravity Core,Dtube,125,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,https://doi.org/10.1007/s00367-002-0092-z,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1587,Vøring Plateau,"JM98-639/1-GC, Del2 work",67.45533333,N,8.309833333,E,01.14.11.05,POINT(8.309833333 67.45533333),,,,1442,1998,19.07.1998,ENAM,Gravity Core,Dtube,270,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1588,Vøring Plateau,"JM98-638/1-GC, Del2",67.47083333,N,8.3,E,01.14.11.06,POINT(8.3 67.47083333),,,,1531,1998,19.07.1998,ENAM,Gravity Core,Dtube,235,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1591,Vøring Plateau,JM98-637/1,67.48016667,N,8.258833333,E,01.14.11.08,POINT(8.258833333 67.48016667),,,,1578,1998,18.07.1998,ENAM,Gravity Core,Dtube,100,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,https://doi.org/10.1007/s00367-002-0092-z,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1592,Vøring Plateau,"JM98-639/1-GC, Del1 work",67.45533333,N,8.309833333,E,01.14.12.01,POINT(8.309833333 67.45533333),,,,1442,1998,19.07.1998,ENAM,Gravity Core,Dtube,270,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1571,Vøring Plateau,"JM98-639/1-GC, Del3 archive",67.45533333,N,8.309833333,E,01.14.10.04,POINT(8.309833333 67.45533333),,,,1442,1998,19.07.1998,ENAM,Gravity Core,Dtube,270,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1611,Vøring Plateau,"JM98-630/1-GC, Del1 work",67.36466667,N,7.076166667,E,01.14.09.04,POINT(7.076166667 67.36466667),,,,1393,1998,15.07.1998,ENAM,Gravity Core,Dtube,490,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1612,Vøring Plateau,"JM98-630/1-GC, Del3 work",67.36466667,N,7.076166667,E,01.14.09.04,POINT(7.076166667 67.36466667),,,,1393,1998,15.07.1998,ENAM,Gravity Core,Dtube,490,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1613,Vøring Plateau,"JM98-630/1-GC, Del4 work",67.36466667,N,7.076166667,E,01.14.09.05,POINT(7.076166667 67.36466667),,,,1393,1998,15.07.1998,ENAM,Gravity Core,Dtube,490,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1614,Vøring Plateau,"JM98-630/1-GC, Del5 work",67.36466667,N,7.076166667,E,01.14.09.05,POINT(7.076166667 67.36466667),,,,1393,1998,15.07.1998,ENAM,Gravity Core,Dtube,490,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1616,Vøring Plateau,"JM98-631/1-GC, Del5",67.32116667,N,7.355833333,E,01.14.09.08 together K1624,POINT(7.355833333 67.32116667),,,,1563,1998,17.07.1998,ENAM,Gravity Core,Dtube,420,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1572,Vøring Plateau,"JM98-639/1-GC, Del2 archive",67.45533333,N,8.309833333,E,01.14.10.05,POINT(8.309833333 67.45533333),,,,1442,1998,19.07.1998,ENAM,Gravity Core,Dtube,270,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1573,Vøring Plateau,"JM98-637/1-GC, Del1",67.48016667,N,8.258833333,E,01.14.10.05,POINT(8.258833333 67.48016667),,,,1578,1998,18.07.1998,ENAM,Gravity Core,Dtube,100,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,https://doi.org/10.1007/s00367-002-0092-z,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1574,Vøring Plateau,"JM98-642/1-GC, Del3 archive",67.40266667,N,8.439833333,E,01.14.10.06,POINT(8.439833333 67.40266667),,,,1162,1998,19.07.1998,ENAM,Gravity Core,Dtube,320,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1575,Vøring Plateau,"JM98-636/1-GC, Del1",67.539,N,8.23,E,01.14.10.06,POINT(8.23 67.539),,,,1708,1998,18.07.1998,ENAM,Gravity Core,Dtube,125,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,https://doi.org/10.1007/s00367-002-0092-z,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1576,Vøring Plateau,"JM98-642/1-GC, Del1 work",67.40266667,N,8.439833333,E,01.14.10.07,POINT(8.439833333 67.40266667),,,,1162,1998,19.07.1998,ENAM,Gravity Core,Dtube,320,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1577,Vøring Plateau,"JM98-639/1-GC, Del3 work",67.45533333,N,8.309833333,E,01.14.10.07,POINT(8.309833333 67.45533333),,,,1442,1998,19.07.1998,ENAM,Gravity Core,Dtube,270,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1578,Vøring Plateau,"JM98-642/1-GC, Del2 work",67.40266667,N,8.439833333,E,01.14.10.08,POINT(8.439833333 67.40266667),,,,1162,1998,19.07.1998,ENAM,Gravity Core,Dtube,320,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1579,Vøring Plateau,"JM98-642/1-GC, Del2 archive",67.40266667,N,8.439833333,E,01.14.10.08,POINT(8.439833333 67.40266667),,,,1162,1998,19.07.1998,ENAM,Gravity Core,Dtube,320,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1582,Vøring Plateau,"JM98-638/1-GC, Del1 work",67.47083333,N,8.3,E,01.14.11.01,POINT(8.3 67.47083333),,,,1531,1998,19.07.1998,ENAM,Gravity Core,Dtube,235,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1615,Vøring Plateau,"JM98-631/1-GC, Del4",67.32116667,N,7.355833333,E,01.14.09.06,POINT(7.355833333 67.32116667),,,,1563,1998,17.07.1998,ENAM,Gravity Core,Dtube,420,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1619,Vøring Plateau,"JM98-631/1-GC, Del3",67.32116667,N,7.355833333,E,01.14.09.06,POINT(7.355833333 67.32116667),,,,1563,1998,17.07.1998,ENAM,Gravity Core,Dtube,420,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1604,Vøring Plateau,"JM98-630/1-GC, Del1 archive",67.36466667,N,7.076166667,E,01.14.09.01,POINT(7.076166667 67.36466667),,,,1393,1998,15.07.1998,ENAM,Gravity Core,Dtube,490,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1605,Vøring Plateau,"JM98-630/1-GC, Del2 archive",67.36466667,N,7.076166667,E,01.14.09.01,POINT(7.076166667 67.36466667),,,,1393,1998,15.07.1998,ENAM,Gravity Core,Dtube,490,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1606,Vøring Plateau,"JM98-630/1-GC, Del3 archive",67.36466667,N,7.076166667,E,01.14.09.02,POINT(7.076166667 67.36466667),,,,1393,1998,15.07.1998,ENAM,Gravity Core,Dtube,490,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1607,Vøring Plateau,"JM98-630/1-GC, Del4 archive",67.36466667,N,7.076166667,E,01.14.09.02,POINT(7.076166667 67.36466667),,,,1393,1998,15.07.1998,ENAM,Gravity Core,Dtube,490,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1608,Vøring Plateau,"JM98-630/1-GC, Del5 archive",67.36466667,N,7.076166667,E,01.14.09.03,POINT(7.076166667 67.36466667),,,,1393,1998,15.07.1998,ENAM,Gravity Core,Dtube,490,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1610,Vøring Plateau,"JM98-630/1-GC, Del2 work",67.36466667,N,7.076166667,E,01.14.09.03,POINT(7.076166667 67.36466667),,,,1393,1998,15.07.1998,ENAM,Gravity Core,Dtube,490,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1624,Vøring Plateau,"JM98-641/1-GC, Del4",67.422,N,8.387,E,01.14.09.08 together K1616,POINT(8.387 67.422),,,,1272,1998,19.07.1998,ENAM,Gravity Core,Dtube,360,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,https://doi.org/10.1007/s00367-002-0092-z,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1625,Vøring Plateau,"JM98-641/1-GC, Del3 archive",67.422,N,8.387,E,01.14.10.01,POINT(8.387 67.422),,,,1272,1998,19.07.1998,ENAM,Gravity Core,Dtube,360,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,https://doi.org/10.1007/s00367-002-0092-z,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1620,Vøring Plateau,"JM98-641/1-GC, Del1",67.422,N,8.387,E,01.14.09.08,POINT(8.387 67.422),,,,1272,1998,19.07.1998,ENAM,Gravity Core,Dtube,360,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,https://doi.org/10.1007/s00367-002-0092-z,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1622,Vøring Plateau,"JM98-641/1-GC, Del3 work",67.422,N,8.387,E,01.14.09.07,POINT(8.387 67.422),,,,1272,1998,19.07.1998,ENAM,Gravity Core,Dtube,360,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,https://doi.org/10.1007/s00367-002-0092-z,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1623,Vøring Plateau,"JM98-641/1-GC, Del2",67.422,N,8.387,E,01.14.09.07,POINT(8.387 67.422),,,,1272,1998,19.07.1998,ENAM,Gravity Core,Dtube,360,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,https://doi.org/10.1007/s00367-002-0092-z,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1408,Vøring Plataeu,"JM99-513/1, Del3",65.9705,N,3.952,E,01.14.04.01,POINT(3.952 65.9705),,,,1366,1999,17.07.1999,"ENAM-II, Climate induced geohazards",Piston Core,Unopened,952,,,,JM990712,"Mienert, Jurgen",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1999\JM990712,,,Floyalager
K1409,Vøring Plataeu,"JM99-513/1, Del2",65.9705,N,3.952,E,01.14.04.02,POINT(3.952 65.9705),,,,1366,1999,17.07.1999,"ENAM-II, Climate induced geohazards",Piston Core,Unopened,952,,,,JM990712,"Mienert, Jurgen",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1999\JM990712,,,Floyalager
K1410,Vøring Plataeu,"JM99-514/1, Del2",65.82083333,N,3.825833333,E,01.14.04.03,POINT(3.825833333 65.82083333),,,,1328,1999,17.07.1999,"ENAM-II, Climate induced geohazards",Gravity Core,Unopened,478,,,,JM990712,"Mienert, Jurgen",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1999\JM990712,,,Floyalager
K1411,Vøring Plataeu,"JM99-514/1, Del3",65.82083333,N,3.825833333,E,01.14.04.04,POINT(3.825833333 65.82083333),,,,1328,1999,17.07.1999,"ENAM-II, Climate induced geohazards",Gravity Core,Unopened,478,,,,JM990712,"Mienert, Jurgen",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1999\JM990712,,,Floyalager
K1412,Vøring Plataeu,"JM99-513/1, Del8",65.9705,N,3.952,E,01.14.04.05,POINT(3.952 65.9705),,,,1366,1999,17.07.1999,"ENAM-II, Climate induced geohazards",Piston Core,Unopened,952,,,,JM990712,"Mienert, Jurgen",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1999\JM990712,,,Floyalager
K1402,Vøring Plataeu,JM99-513/1 SPISS,65.9705,N,3.952,E,01.14.03.05 behind K1403,POINT(3.952 65.9705),,,,1366,1999,17.07.1999,"ENAM-II, Climate induced geohazards",Piston Core,Unopened,952,,,,JM990712,"Mienert, Jurgen",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1999\JM990712,,,Floyalager
K1403,Vøring Plataeu,JM99-514 SPISS,65.82083333,N,3.825833333,E,01.14.03.05,POINT(3.825833333 65.82083333),,,,1328,1999,17.07.1999,"ENAM-II, Climate induced geohazards",Gravity Core,Unopened,478,,,,JM990712,"Mienert, Jurgen",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1999\JM990712,,,Floyalager
K1404,Vøring Plataeu,"JM99-513/1, Del9",65.9705,N,3.952,E,01.14.03.06,POINT(3.952 65.9705),,,,1366,1999,17.07.1999,"ENAM-II, Climate induced geohazards",Piston Core,Unopened,952,,,,JM990712,"Mienert, Jurgen",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1999\JM990712,,,Floyalager
K1405,Vøring Plataeu,"JM99-514/1, Del4",65.82083333,N,3.825833333,E,01.14.03.09,POINT(3.825833333 65.82083333),,,,1328,1999,17.07.1999,"ENAM-II, Climate induced geohazards",Gravity Core,Unopened,478,,,,JM990712,"Mienert, Jurgen",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1999\JM990712,,,Floyalager
K1406,Vøring Plataeu,"JM99-514/1, Del5",65.82083333,N,3.825833333,E,01.14.03.07,POINT(3.825833333 65.82083333),,,,1328,1999,17.07.1999,"ENAM-II, Climate induced geohazards",Gravity Core,Unopened,478,,,,JM990712,"Mienert, Jurgen",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1999\JM990712,,,Floyalager
K1407,Vøring Plataeu,"JM99-513/1, Del7",65.9705,N,3.952,E,01.14.03.08,POINT(3.952 65.9705),,,,1366,1999,17.07.1999,"ENAM-II, Climate induced geohazards",Piston Core,Unopened,952,,,,JM990712,"Mienert, Jurgen",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1999\JM990712,,,Floyalager
K1413,Vøring Plataeu,"JM99-514/1, Del1",65.82083333,N,3.825833333,E,01.14.15.05,POINT(3.825833333 65.82083333),,,,1328,1999,17.07.1999,"ENAM-II, Climate induced geohazards",Gravity Core,Unopened,478,,,,JM990712,"Mienert, Jurgen",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1999\JM990712,,,Floyalager
K1414,Vøring Plataeu,"JM99-513/1, Del5",65.9705,N,3.952,E,01.14.15.06,POINT(3.952 65.9705),,,,1366,1999,17.07.1999,"ENAM-II, Climate induced geohazards",Piston Core,Unopened,952,,,,JM990712,"Mienert, Jurgen",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1999\JM990712,,,Floyalager
K1415,Vøring Plataeu,"JM99-513/1, Del4",65.9705,N,3.952,E,01.14.15.07,POINT(3.952 65.9705),,,,1366,1999,17.07.1999,"ENAM-II, Climate induced geohazards",Piston Core,Unopened,952,,,,JM990712,"Mienert, Jurgen",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1999\JM990712,,,Floyalager
K1416,Vøring Plataeu,"JM99-513/1, Del6",65.9705,N,3.952,E,01.14.15.08,POINT(3.952 65.9705),,,,1366,1999,17.07.1999,"ENAM-II, Climate induced geohazards",Piston Core,Unopened,952,,,,JM990712,"Mienert, Jurgen",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1999\JM990712,,,Floyalager
K1113,Storegga Slide,JM00-553 Del 4 archive,64.93416667,N,4.9715,E,01.15b.06.04,POINT(4.9715 64.93416667),,,,772,2000,11.07.2000,"STRATAGEM, ECOMOUND, COSTA",Gravity Core,Dtube,451,,,,JM000703,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2000\JM000703,,,Floyalager
K1114,Storegga Slide,JM00-553 Del 5 archive,64.93416667,N,4.9715,E,01.15b.06.04 together K1115,POINT(4.9715 64.93416667),,,,772,2000,11.07.2000,"STRATAGEM, ECOMOUND, COSTA",Gravity Core,Dtube,451,,,,JM000703,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2000\JM000703,,,Floyalager
K1115,Sula Ridge,JM00-557 Del 6 archive,64.75333333,N,4.575833333,E,01.15b.06.04 together K1114,POINT(4.575833333 64.75333333),,,,852,2000,13.07.2000,"STRATAGEM, ECOMOUND, COSTA",Gravity Core,Dtube,560,,,,JM000703,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2000\JM000703,,,Floyalager
K1116,Sula Ridge,JM00-557 Del 5 archive,64.75333333,N,4.575833333,E,01.15b.06.05,POINT(4.575833333 64.75333333),,,,852,2000,13.07.2000,"STRATAGEM, ECOMOUND, COSTA",Gravity Core,Dtube,560,,,,JM000703,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2000\JM000703,,,Floyalager
K1117,Sula Ridge,JM00-557 Del 4 archive,64.75333333,N,4.575833333,E,01.15b.06.05,POINT(4.575833333 64.75333333),,,,852,2000,13.07.2000,"STRATAGEM, ECOMOUND, COSTA",Gravity Core,Dtube,560,,,,JM000703,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2000\JM000703,,,Floyalager
K1118,Sula Ridge,JM00-557 Del 3 archive,64.75333333,N,4.575833333,E,01.15b.06.06,POINT(4.575833333 64.75333333),,,,852,2000,13.07.2000,"STRATAGEM, ECOMOUND, COSTA",Gravity Core,Dtube,560,,,,JM000703,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2000\JM000703,,,Floyalager
K1119,Sula Ridge,JM00-557 Del 2 archive,64.75333333,N,4.575833333,E,01.15b.06.06,POINT(4.575833333 64.75333333),,,,852,2000,13.07.2000,"STRATAGEM, ECOMOUND, COSTA",Gravity Core,Dtube,560,,,,JM000703,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2000\JM000703,,,Floyalager
K1120,Sula Ridge,JM00-557 Del 1 archive,64.75333333,N,4.575833333,E,01.15b.06.07,POINT(4.575833333 64.75333333),,,,852,2000,13.07.2000,"STRATAGEM, ECOMOUND, COSTA",Gravity Core,Dtube,560,,,,JM000703,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2000\JM000703,,,Floyalager
K1315,Trænadjupet Slide,"JM00-543/1, Del1 A",67.52066667,N,8.643166667,E,01.15b.06.08,POINT(8.643166667 67.52066667),,,,1384,2000,05.07.2000,"STRATAGEM, ECOMOUND, COSTA",Gravity Core,Dtube,103,,,,JM000703,"Laberg, Jan Sverre",,IG,,,,,,https://doi.org/10.1007/s00367-002-0092-z,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2000\JM000703,,,Floyalager
K1107,Storegga Slide,JM00-553 Del 2 archive,64.93416667,N,4.9715,E,01.15b.05.04,POINT(4.9715 64.93416667),,,,772,2000,11.07.2000,"STRATAGEM, ECOMOUND, COSTA",Gravity Core,Dtube,451,,,,JM000703,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2000\JM000703,,,Floyalager
K1108,Storegga Slide,JM00-553 Del 1 archive,64.93416667,N,4.9715,E,01.15b.05.05,POINT(4.9715 64.93416667),,,,772,2000,11.07.2000,"STRATAGEM, ECOMOUND, COSTA",Gravity Core,Dtube,451,,,,JM000703,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2000\JM000703,,,Floyalager
K1109,Storegga Slide,JM00-548 Del III,64.6525,N,4.255,E,01.15b.05.05,POINT(4.255 64.6525),,,,1306,2000,11.07.2000,"STRATAGEM, ECOMOUND, COSTA",Piston Core,Dtube,288,,,,JM000703,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2000\JM000703,,,Floyalager
K1110,Storegga Slide,JM00-548 Del II,64.6525,N,4.255,E,01.15b.05.06,POINT(4.255 64.6525),,,,1306,2000,11.07.2000,"STRATAGEM, ECOMOUND, COSTA",Piston Core,Dtube,288,,,,JM000703,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2000\JM000703,,,Floyalager
K1111,Storegga Slide,JM00-548 Del I,64.6525,N,4.255,E,01.15b.05.06,POINT(4.255 64.6525),,,,1306,2000,11.07.2000,"STRATAGEM, ECOMOUND, COSTA",Piston Core,Dtube,288,,,,JM000703,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2000\JM000703,,,Floyalager
K1112,Storegga Slide,JM00-554 Del 4 archive,64.94633333,N,5.1035,E,01.15b.05.07,POINT(5.1035 64.94633333),,,,715,2000,11.07.2000,"STRATAGEM, ECOMOUND, COSTA",Gravity Core,Dtube,407,,,,JM000703,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2000\JM000703,,,Floyalager
K870,Storegga Slide,"JM00-550-GC, Del6",64.6615,N,4.373333333,E,01.15b.04.07,POINT(4.373333333 64.6615),,,,1126,2000,11.07.2000,"STRATAGEM, ECOMOUND, COSTA",Gravity Core,Unopened,551,,,,JM000703,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2000\JM000703,,,Floyalager
K871,Storegga Slide,"JM00-550-GC, Del5",64.6615,N,4.373333333,E,01.15b.04.06,POINT(4.373333333 64.6615),,,,1126,2000,11.07.2000,"STRATAGEM, ECOMOUND, COSTA",Gravity Core,Unopened,551,,,,JM000703,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2000\JM000703,,,Floyalager
K872,Sula Ridge,"JM00-559/1, Del2",64.06866667,N,7.9925,E,01.15b.04.07 behind K870,POINT(7.9925 64.06866667),,,,267,2000,15.07.2000,"STRATAGEM, ECOMOUND, COSTA",Gravity Core,Unopened,166,,,,JM000703,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2000\JM000703,,,Floyalager
